Source,Target
little spotted skunk,spilogale putorius
little spotted skunk,spotted skunk
little terror,terror
little theater,little theatre
littleneck,littleneck clam
littleness,smallness
liturgics,liturgiology
live-and-die,mimosa pudica
live-and-die,sensitive plant
live-and-die,shame plant
live-and-die,touch-me-not
live-bearer,poeciliid
live-bearer,poeciliid fish
live-bearer,topminnow
live-forever,orpin
live-forever,sedum telephium
live load,superload
live wire,sharpie
livelihood,sustenance
liveliness,spirit
liveliness,sprightliness
liver fluke,fasciola hepatica
liver pudding,liver sausage
liver pudding,liverwurst
liver rot,sheep rot
liver sausage,liverwurst
livery driver,taxidriver
livery driver,taximan
lividity,luridness
lividity,pallor
living-room,living room
living-room,parlor
living-room,parlour
living-room,sitting room
living dead,zombi
living granite,living rock
living granite,stone mimicry plant
living rock,ariocarpus fissuratus
living rock,stone mimicry plant
living room,parlor
living room,parlour
living room,sitting room
living stone,stone-face
living stone,stone life face
living stone,stone plant
living stone,stoneface
living substance,protoplasm
livingroom set,livingroom suite
livingstone daisy,dorotheanthus bellidiformis
liza,mugil liza
lizard,lounge lizard
lizard's-tail,saururus cernuus
lizard's-tail,swamp lily
lizard's-tail,water dragon
lizard's-tail family,family saururaceae
lizard's-tail family,saururaceae
lizard orchid,himantoglossum hircinum
lizardfish,snake-fish
lizardfish,snakefish
lm,lumen
load,adulterate
load,charged
load,debased
load,dilute
load,laden
load,loaded
load,stretch
load,lode
load,onus
load,payload
load,shipment
load,warhead
load,load up
load line,plimsoll
load line,plimsoll line
load line,plimsoll mark
loader,longshoreman
loader,lumper
loader,stevedore
loading area,loading zone
loadstar,lodestar
loadstone,lodestone
loaf,footless
loaf,footling
loaf,lingering
loaf,loaf of bread
loaf,lounge
loaf,arse about
loaf,arse around
loaf,bum about
loaf,bum around
loaf,frig around
loaf,fuck off
loaf,hang around
loaf,lallygag
loaf,loiter
loaf,loll
loaf,loll around
loaf,lollygag
loaf,lounge about
loaf,lounge around
loaf,lurk
loaf,mess about
loaf,mill about
loaf,mill around
loaf,waste one's time
loaf sugar,sugar loaf
loaf sugar,sugarloaf
loan,lending
loan,lent
loan,loanword
loan-blend,loanblend
loan office,pawnbroker's shop
loan office,pawnshop
loan participation,participation financing
loan participation,participation loan
loan shark,moneylender
loan shark,shylock
loan shark,usurer
loasa family,family loasaceae
loasa family,loasaceae
loathing,odium
loathsomeness,lousiness
loathsomeness,sliminess
loathsomeness,vileness
loathsomeness,wickedness
lobby,pressure group
lobby,third house
lobby,vestibule
lobe-finned fish,lobefin
lobed spleenwort,asplenium pinnatifidum
lobelia family,family lobeliaceae
lobelia family,lobeliaceae
loblolly pine,pinus taeda
lobotomy,prefrontal leucotomy
lobotomy,prefrontal leukotomy
lobotomy,prefrontal lobotomy
lobscouse,lobscuse
lobscouse,scouse
lobscuse,scouse
lobster plant,christmas flower
lobster plant,christmas star
lobster plant,euphorbia pulcherrima
lobster plant,mexican flameleaf
lobster plant,painted leaf
lobster plant,poinsettia
lobsterback,redcoat
lobworm,lug
lobworm,lugworm
local anaesthesia,local anesthesia
local anaesthetic,local anesthetic
local anaesthetic,topical anaesthetic
local anaesthetic,topical anesthetic
local anesthetic,topical anaesthetic
local anesthetic,topical anesthetic
local area network,lan
local post office,post office
local road,local street
local time,standard time
localisation,localisation of function
localisation,localisation principle
localisation,localization of function
localisation,localization principle
localisation of function,localisation principle
localisation of function,localization of function
localisation of function,localization principle
localisation principle,localization of function
localisation principle,localization principle
localization of function,localization principle
locative,locative role
lock,engaged
lock,interlaced
lock,interlocking
lock,meshed
lock,operating
lock,lock chamber
lock,ringlet
lock,whorl
lock,lock away
lock,lock in
lock,lock up
lock,put away
lock,shut away
lock ring,lock washer
lock ring,lockring
lock washer,lockring
lockbox,safe-deposit
lockbox,safe-deposit box
lockbox,safety-deposit
lockbox,safety deposit box
locker,storage locker
lockjaw,tetanus
lockkeeper,lockman
lockkeeper,lockmaster
lockman,lockmaster
locknut,safety nut
loco disease,locoism
locomotive engine,railway locomotive
locomotor ataxia,tabes dorsalis
locoweed,mary jane
locoweed,pot
locoweed,sens
locoweed,sess
locoweed,skunk
locoweed,weed
locule,loculus
locum,locum tenens
locus,venue
locus niger,nucleus niger
locus niger,substantia nigra
locust,locust tree
locust bean,locust pod
locution,saying
loddon pondweed,potamogeton americanus
loddon pondweed,potamogeton nodosus
lodge,accommodating
lodge,charged
lodge,sticking
lodge,stuck
lodge,wedged
lodge,order
lodge,social club
lodge,society
lodgement,lodgment
lodgepole,lodgepole pine
lodgepole,pinus contorta
lodgepole,shore pine
lodgepole,spruce pine
lodgepole pine,pinus contorta
lodgepole pine,shore pine
lodgepole pine,spruce pine
lodger,roomer
lodging house,rooming house
loft,pigeon loft
loft bombing,toss bombing
loftiness,majesty
loftiness,stateliness
log,lumbering
log,logarithm
loganberry,rubus loganobaccus
loganberry,rubus ursinus loganobaccus
logger,lumberjack
logger,lumberman
loggerhead,caretta caretta
loggerhead,loggerhead turtle
loggerhead,lunkhead
loggerhead,muttonhead
loggerhead,numskull
loggerhead,shithead
loggerhead shrike,lanius lucovicianus
loggerhead turtle,caretta caretta
logginess,loginess
logic,logical system
logic,system of logic
logic bomb,slag code
logic diagram,logical diagram
logic operation,logical operation
logic programing,prolog
logical positivism,positivism
logical system,system of logic
logician,logistician
logistic assistance,logistic support
logo,logotype
logogram,logograph
logomach,logomachist
logomania,logorrhea
logwood,haematoxylum campechianum
logwood,logwood tree
logwood tree,haematoxylum campechianum
lohan,arhant
lohan,arhat
loin,lumbus
loir,glis glis
lollipop,lolly
lollipop,popsicle
lollipop,sucker
lollipop lady,lollipop woman
lolly,loot
lolly,moolah
lolly,pelf
lolly,popsicle
lolly,scratch
lolly,shekels
lolly,simoleons
lolly,sugar
lolly,wampum
lone hand,lone wolf
lone hand,loner
lone wolf,loner
loneliness,lonesomeness
long-beard,longbeard
long-billed marsh wren,cistothorus palustris
long-chain molecule,long chain
long-clawed prawn,palaemon australis
long-clawed prawn,river prawn
long-distance call,long distance
long-distance call,trunk call
long-distance runner,marathon runner
long-distance runner,road runner
long-eared owl,asio otus
long-fin tunny,thunnus alalunga
long-head coneflower,prairie coneflower
long-head coneflower,ratibida columnifera
long-horned beetle,longicorn
long-horned beetle,longicorn beetle
long-horned grasshopper,tettigoniid
long-legs,himantopus stilt
long-legs,longlegs
long-legs,stilt
long-legs,stilt plover
long-legs,stiltbird
long-neck clam,mya arenaria
long-neck clam,soft-shell clam
long-neck clam,steamer
long-neck clam,steamer clam
long-spurred violet,viola rostrata
long-tailed porcupine,trichys lipura
long-tailed weasel,longtail weasel
long-tailed weasel,mustela frenata
long-term memory,ltm
long-windedness,prolixity
long-windedness,windiness
long-windedness,wordiness
long beech fern,dryopteris phegopteris
long beech fern,narrow beech fern
long beech fern,northern beech fern
long beech fern,phegopteris connectilis
long beech fern,thelypteris phegopteris
long bone,os longum
long distance,trunk call
long dozen,13
long dozen,xiii
long haul,long run
long horse,vaulting horse
long hundred,120
long moss,old man's beard
long moss,spanish moss
long moss,tillandsia usneoides
long pants,long trousers
long pepper,capsicum annuum longum
long pepper,piper longum
long suit,metier
long suit,specialty
long suit,strength
long suit,strong point
long suit,strong suit
long ton,ton
long underwear,union suit
long whist,short whist
long whist,whist
longan,dimocarpus longan
longan,euphorbia litchi
longan,longanberry
longan,lungen
longan,nephelium longana
longanberry,dimocarpus longan
longanberry,euphorbia litchi
longanberry,lungen
longanberry,nephelium longana
longanimity,patience
longar palm,borassus flabellifer
longar palm,lontar
longar palm,palmyra
longar palm,palmyra palm
longar palm,toddy palm
longar palm,wine palm
longfin mako,isurus paucus
longheaded thimbleweed,anemone riparia
longhorn,texas longhorn
longicorn,longicorn beetle
longing,yearning
longleaf pine,georgia pine
longleaf pine,pinus palustris
longleaf pine,pitch pine
longleaf pine,southern yellow pine
longlegs,himantopus stilt
longlegs,stilt
longlegs,stilt plover
longlegs,stiltbird
longroot,arenaria caroliniana
longroot,pine-barren sandwort
longshoreman,lumper
longshoreman,stevedore
longtail weasel,mustela frenata
longyi,lungi
longyi,lungyi
lontar,borassus flabellifer
lontar,palmyra
lontar,palmyra palm
lontar,toddy palm
lontar,wine palm
loo,w.c.
loo,water closet
loofa,loofah
loofa,loufah sponge
loofa,luffa
loofah,loufah sponge
loofah,luffa
loofah,luffa cylindrica
loofah,vegetable sponge
look-over,once-over
lookdown,lookdown fish
lookdown,selene vomer
lookdown fish,selene vomer
looker,lulu
looker,mantrap
looker,peach
looker,ravisher
looker,smasher
looker,spectator
looker,stunner
looker,viewer
looker,watcher
looker-on,onlooker
looking-glass plant,heritiera littoralis
looking glass tree,heritiera macrophylla
lookout,lookout man
lookout,lookout station
lookout,observation post
lookout,observation tower
lookout,observatory
lookout,outlook
lookout,picket
lookout,scout
lookout,sentinel
lookout,sentry
lookout,spotter
lookout,watch
lookout man,picket
lookout man,scout
lookout man,sentinel
lookout man,sentry
lookout man,spotter
lookout man,watch
lookout station,observation tower
lookout station,observatory
lookup,search
loom,brooding
loom,hulking
loom,towering
loom,bulk large
loom,hover
loon,divers
looney,nutcase
looney,weirdo
loony bin,bedlam
loony bin,madhouse
loony bin,nut house
loony bin,nuthouse
loony bin,sanatorium
loony bin,snake pit
loony toons,elvis
loony toons,lucy in the sky with diamonds
loony toons,pane
loony toons,superman
loony toons,window pane
loony toons,zen
loop,coiled
loop,curled
loop,loop-the-loop
loop,loop topology
loop,intertwine
looper,measuring worm
loose end,unfinished business
loose woman,slut
loose woman,strumpet
loose woman,trollop
looseness,looseness of the bowels
looseness,play
looseness,profligacy
loosening,relaxation
loosening,slackening
loosestrife family,family lythraceae
loosestrife family,lythraceae
loot,despoiled
loot,looted
loot,pillaged
loot,plundered
loot,ransacked
loot,rifled
loot,striped
loot,stripped
loot,foray
loot,moolah
loot,pelf
loot,pillage
loot,scratch
loot,shekels
loot,simoleons
loot,sugar
loot,swag
loot,wampum
loot,reave
looter,raider
looter,spoiler
lope,trot
lopper,pruner
lopper,pruning hook
lopsidedness,skewness
loquaciousness,loquacity
loquat,eriobotrya japonica
loquat,japanese medlar
loquat,japanese plum
loquat,loquat tree
loquat tree,eriobotrya japonica
loquat tree,japanese medlar
loquat tree,japanese plum
lorazepam,ativan
lord,overlord
lords-and-ladies,arum maculatum
lore,traditional knowledge
loser,nonstarter
loser,unsuccessful person
loss,personnel casualty
loss,red ink
loss,release
lotte,lophius americanus
lotte,monkfish
lottery winner,prize winner
lotus,egyptian water lily
lotus,indian lotus
lotus,nelumbo nucifera
lotus,nymphaea lotus
lotus,sacred lotus
lotus,white lily
lotus,white lotus
lotus-eater,stargazer
lotus land,lotusland
lotus tree,ziziphus lotus
loud-hailer,loud hailer
loud pedal,sustaining pedal
loudness,meretriciousness
loudness,tawdriness
loudness,volume
loudspeaker,loudspeaker system
loudspeaker,speaker
loudspeaker,speaker system
loudspeaker,speaker unit
loudspeaker system,speaker
loudspeaker system,speaker system
loudspeaker system,speaker unit
loufah sponge,luffa
lounge,footless
lounge,footling
lounge,lingering
lounge,sofa
lounge,waiting area
lounge,waiting room
lounge,hang around
lounge,lallygag
lounge,loiter
lounge,lollygag
lounge,lurk
lounge,mess about
lounge,mill about
lounge,mill around
lounge chair,overstuffed chair
lounge suit,two-piece suit
lounger,mope
lounger,recliner
lounger,reclining chair
lounging jacket,smoking jacket
lounging pajama,lounging pyjama
lounging robe,robe-de-chambre
loup-garou,lycanthrope
loup-garou,werewolf
loup-garou,wolfman
louse,plant louse
louse,sucking louse
louse,worm
lousiness,pediculosis
lousiness,sliminess
lousiness,vileness
lousiness,wickedness
lout,lubber
lout,lummox
lout,lump
lout,oaf
lout,stumblebum
louvar,luvarus imperialis
louver,louvre
lovage,levisticum officinale
lovastatin,mevacor
love-in-a-mist,cerastium tomentosum
love-in-a-mist,nigella damascena
love-in-a-mist,passiflora foetida
love-in-a-mist,running pop
love-in-a-mist,snow-in-summer
love-in-a-mist,wild water lemon
love-in-idleness,johnny-jump-up
love-in-idleness,pink of my john
love-in-idleness,viola tricolor
love-in-idleness,wild pansy
love-in-winter,chimaphila corymbosa
love-in-winter,chimaphila umbellata
love-in-winter,western prince's pine
love-lies-bleeding,amaranthus caudatus
love-lies-bleeding,tassel flower
love-lies-bleeding,velvet flower
love-philter,love-philtre
love-philter,love-potion
love-philter,philter
love-philter,philtre
love-philtre,love-potion
love-philtre,philter
love-philtre,philtre
love-potion,philter
love-potion,philtre
love-song,love song
love apple,lycopersicon esculentum
love apple,tomato
love apple,tomato plant
love child,whoreson
love handle,spare tire
love knot,lover's knot
love knot,lovers' knot
love knot,true lover's knot
love knot,true lovers' knot
love life,lovemaking
love life,making love
love life,sexual love
love line,mensal line
love seat,loveseat
love tree,circis siliquastrum
love tree,judas tree
love vine,cuscuta gronovii
lovebird,melopsittacus undulatus
lovebird,shell parakeet
lovemaking,making love
lovemaking,sexual love
lover's knot,lovers' knot
lover's knot,true lover's knot
lover's knot,true lovers' knot
lovers' knot,true lover's knot
lovers' knot,true lovers' knot
lovingness,warmth
low-birth-weight baby,low-birth-weight infant
low-bush blueberry,low blueberry
low-bush blueberry,vaccinium angustifolium
low-bush blueberry,vaccinium pennsylvanicum
low-carbon steel,mild steel
